rowid,kepid,tce_plnt_num,tce_period,tce_period_err,tce_time0,tce_time0_err,tce_duration,tce_duration_err,av_training_set
3940,6347258,1,485.150000,9.301600000e-03,2.45528e+06,1.386130000e-02,7.2270,7.7670000e-01,NTP
3941,6428942,1,534.849000,1.593380000e-02,2.45504e+06,2.050660000e-02,14.9100,3.0480000e+00,NTP
3942,6462863,3,10.423700,7.214050000e-06,2.45497e+06,5.769290000e-04,5.3370,8.4050000e-02,PC
3943,6462863,4,3.743170,7.619920000e-06,2.45496e+06,1.434780000e-03,3.7180,9.1280000e-02,PC
3944,6105462,2,89.722800,7.653700000e-04,2.45500e+06,7.076220000e-03,10.5900,1.0940000e+00,PC
3945,6106282,1,101.110000,6.969090000e-04,2.45505e+06,5.655750000e-03,7.8370,1.4090000e+00,PC
3946,6191521,1,80.872100,1.508820000e-04,2.45504e+06,1.377640000e-03,11.1200,1.2580000e-01,PC
3947,6209677,1,7.768570,3.288420000e-05,2.45497e+06,3.297500000e-03,3.0320,2.6650000e-01,PC
3948,6209677,2,2.537400,1.395030000e-05,2.45497e+06,2.857260000e-03,1.6700,3.5910000e-01,PC
3949,6347299,1,14.400900,3.642430000e-05,2.45496e+06,2.051200000e-03,4.0150,3.2110000e-01,PC
3950,6347299,2,25.661700,2.082000000e-04,2.45499e+06,6.743960000e-03,4.6180,8.2420000e-01,PC
3951,6349881,1,198.088000,2.371920000e-03,2.45515e+06,8.683020000e-03,8.2900,9.5070000e-01,PC
3952,6350031,1,5.178160,4.345470000e-05,2.45497e+06,8.955280000e-03,5.2700,2.7880000e-01,PC
3953,6364582,1,30.860900,2.212480000e-04,2.45497e+06,6.052500000e-03,4.1300,3.6900000e-01,PC
3954,6365076,1,544.520000,6.223220000e-02,2.45511e+06,6.088040000e-02,2.7890,3.3780000e+01,NTP
3955,6381128,4,0.703909,0.000000000e+00,2.45496e+06,0.000000000e+00,2.5000,0.0000000e+00,NTP
3956,6381309,1,2.088830,1.644510000e-05,2.45497e+06,3.506850000e-03,6.1380,1.7490000e+00,NTP
3957,6389098,3,0.590527,7.190060000e-06,2.45497e+06,1.506470000e-03,2.1750,1.8130000e+00,NTP
3958,6429812,1,94.288900,4.859460000e-04,2.45500e+06,4.432100000e-03,4.1960,8.6450000e-01,PC
3959,6462901,1,6.360870,9.956290000e-05,2.45497e+06,1.119460000e-02,12.5700,1.7200000e+00,NTP
3960,6109688,3,3.456910,4.018210000e-05,2.45497e+06,7.536080000e-03,8.3990,2.9820000e-01,NTP
3961,6109688,4,1.728420,0.000000000e+00,2.45497e+06,0.000000000e+00,4.5000,0.0000000e+00,NTP
3962,6128579,1,470.694000,1.577300000e-02,2.45507e+06,2.317650000e-02,16.8900,1.3490000e+00,NTP
3963,6269070,1,2.761210,1.073620000e-05,2.45496e+06,2.117060000e-03,3.5920,1.6290000e-01,PC
3964,6272413,1,4.897180,1.780530000e-05,2.45497e+06,2.529860000e-03,1.7900,1.5400000e-01,PC
3965,6350522,1,491.514000,1.607600000e-02,2.45508e+06,2.161420000e-02,11.7300,1.6140000e+00,NTP
3966,6350882,1,5.043980,2.283240000e-05,2.45497e+06,3.200060000e-03,1.7760,2.0450000e-01,PC
3967,6365156,1,10.214200,2.225070000e-05,2.45497e+06,1.740520000e-03,6.0470,1.5090000e-01,PC
3968,6381846,1,4.166960,3.790280000e-06,2.45497e+06,6.147450000e-04,2.8120,1.6810000e-01,PC
3969,6389755,1,1.551950,1.853920000e-05,2.45496e+06,5.735960000e-03,5.6440,6.7600000e+00,NTP
3970,6390080,1,5.081330,9.688490000e-05,2.45497e+06,1.387940000e-02,16.0700,7.9470000e+00,NTP
3971,6431624,1,0.805080,1.468910000e-05,2.45497e+06,7.473820000e-03,5.3530,1.4260000e+01,NTP
3972,6463436,1,0.538855,8.015390000e-06,2.45496e+06,4.899330000e-03,2.0920,4.7880000e-01,NTP
3973,6128995,1,517.851000,7.471180000e-03,2.45509e+06,1.103900000e-02,13.7400,3.5640000e-01,NTP
3974,6128995,2,413.181000,1.216690000e-02,2.45519e+06,1.287440000e-02,15.7100,9.0380000e-01,NTP
3975,6129524,1,0.881825,6.590060000e-06,2.45496e+06,1.556350000e-03,1.4080,3.5610000e-01,PC
3976,6149910,1,131.187000,1.160520000e-03,2.45501e+06,6.143370000e-03,6.9930,9.3940000e-01,PC
3977,6196457,1,13.748800,1.327000000e-05,2.45497e+06,7.765430000e-04,5.9930,1.4520000e-01,PC
3978,6196457,2,26.723100,8.111200000e-05,2.45498e+06,2.459000000e-03,8.8060,2.0310000e-01,PC
3979,6196457,3,49.357000,2.897290000e-04,2.45497e+06,5.044800000e-03,10.9800,4.0100000e-01,PC
3980,6197215,1,10.613400,2.373720000e-05,2.45497e+06,1.746710000e-03,1.0500,1.0370000e-01,PC
3981,6211812,1,2.523970,7.818540000e-06,2.45497e+06,1.462320000e-03,1.1660,1.0670000e-01,PC
3982,6213774,1,2.814100,1.609960000e-05,2.45497e+06,3.417930000e-03,6.1570,9.9310000e-01,NTP
3983,6230532,2,1.448810,1.925510000e-05,2.45497e+06,5.952710000e-03,5.7510,3.4600000e+00,NTP
3984,6230921,1,0.539169,1.111520000e+00,2.45496e+06,2.573830000e+02,4.0110,4.7520000e+05,NTP
3985,6230921,2,30.731100,0.000000000e+00,2.45498e+06,0.000000000e+00,2.0000,0.0000000e+00,NTP
3986,6276477,1,10.355300,2.040570000e-05,2.45497e+06,1.526510000e-03,3.4260,2.0650000e-01,PC
3987,6276791,1,9.328620,3.690620000e-05,2.45497e+06,3.009320000e-03,1.5610,2.4860000e-01,PC
3988,6276791,2,5.301780,3.547340000e-05,2.45497e+06,4.734900000e-03,2.2850,3.1720000e-01,PC
3989,6290935,1,5.533260,4.052050000e-05,2.45497e+06,5.391570000e-03,3.3810,1.6160000e-01,PC
3990,6291033,1,3.705950,6.194690000e-06,2.45497e+06,1.150300000e-03,4.8860,4.5130000e-02,PC
3991,6291110,1,506.214000,6.654240000e-03,2.45518e+06,9.027580000e-03,8.8470,5.8390000e-01,NTP
3992,6307243,1,451.832000,9.225200000e-03,2.45509e+06,1.282380000e-02,9.8030,1.2770000e+00,NTP
3993,6356207,1,3.764200,7.101490000e-06,2.45497e+06,1.285590000e-03,2.0060,1.2630000e-01,PC
3994,6381846,2,11.463500,1.786110000e-05,2.45497e+06,1.290510000e-03,2.5940,4.1310000e-01,PC
3995,6381846,3,39.606100,3.704400000e-04,2.45500e+06,7.402280000e-03,6.7470,1.4850000e+00,PC
3996,6382217,1,8.411000,2.136640000e-05,2.45497e+06,1.966370000e-03,2.3420,4.2200000e-01,PC
3997,6382217,2,5.795360,2.446630000e-05,2.45497e+06,3.007380000e-03,2.1350,6.8900000e-01,PC
3998,6432054,3,0.586088,1.695960000e-04,2.45496e+06,3.049760000e-02,1.5150,1.5600000e+01,NTP
3999,6131130,1,10.507200,7.543070000e-05,2.45497e+06,5.847960000e-03,2.9090,5.3810000e-01,PC
4000,6197344,1,36.760700,6.780580000e-04,2.45497e+06,1.651440000e-02,11.2600,1.9450000e+00,PC
4001,6231451,3,0.814922,0.000000000e+00,2.45497e+06,0.000000000e+00,2.0000,0.0000000e+00,NTP
4002,6277167,1,459.445000,1.402990000e-02,2.45509e+06,2.416860000e-02,4.2580,3.7760000e+00,NTP
4003,6277594,1,3.661030,8.710610000e-05,2.45497e+06,1.889070000e-02,5.3390,5.1650000e-01,PC
4004,6278127,1,1.307890,3.137950000e-05,2.45497e+06,6.758530000e-03,7.6740,3.6130000e+01,NTP
4005,6291653,1,10.526300,1.689760000e-06,2.45497e+06,1.293810000e-04,2.5790,1.7730000e-02,PC
4006,6291837,1,35.597400,5.251280000e-05,2.45498e+06,1.259240000e-03,6.6520,7.7930000e-02,PC
4007,6356692,1,11.391700,8.282830000e-05,2.45497e+06,5.703020000e-03,4.9660,1.5790000e-01,PC
4008,6383595,1,2.815380,3.045430000e-05,2.45497e+06,5.992240000e-03,4.7970,6.8010000e-01,NTP
4009,6391733,1,0.627490,9.265220000e-06,2.45496e+06,2.717630000e-03,2.1400,1.3370000e+00,NTP
4010,6432059,1,0.769844,8.332470000e-06,2.45496e+06,1.521170000e-03,1.5130,7.9770000e-01,NTP
4011,6432345,1,234.636000,1.229000000e-03,2.45501e+06,4.965540000e-03,7.1510,7.6040000e-01,PC
4012,6435936,1,56.056000,2.170550000e-04,2.45498e+06,3.252220000e-03,4.6190,9.9910000e-01,PC
4013,6436029,1,59.496700,4.582900000e-04,2.45498e+06,6.708200000e-03,6.0950,4.7080000e-01,PC
4014,6448890,1,21.405300,9.219800000e-05,2.45498e+06,3.626490000e-03,10.1100,2.4640000e-01,PC
4015,6448890,2,10.500600,2.592340000e-04,2.45497e+06,2.004000000e-02,12.7800,7.3240000e-01,PC
4016,6114387,1,1.406320,8.684650000e-06,2.45497e+06,1.516800000e-03,2.4940,2.8700000e-01,NTP
4017,6131236,1,6.796860,2.659720000e-05,2.45497e+06,3.111410000e-03,3.7620,1.6340000e-01,PC
4018,6152974,1,20.172000,8.597330000e-06,2.45497e+06,3.545950000e-04,3.2930,5.0230000e-02,PC
4019,6152974,2,7.518580,3.193250000e-05,2.45497e+06,3.214200000e-03,2.7880,2.4400000e-01,PC
4020,6198182,1,3.881490,1.407280000e-05,2.45497e+06,2.346640000e-03,2.7410,7.6880000e-02,PC
4021,6198999,1,3.932470,8.505090000e-06,2.45497e+06,1.505970000e-03,2.5830,1.2890000e-01,PC
4022,6220312,1,5.273530,7.760020000e-05,2.45497e+06,1.089920000e-02,5.3270,4.2370000e-01,PC
4023,6278762,1,9.740500,1.460810000e-05,2.45497e+06,1.025750000e-03,1.6610,4.1530000e-02,PC
4024,6278762,2,6.189450,1.286960000e-05,2.45497e+06,1.414980000e-03,2.6090,1.2100000e-01,PC
4025,6278762,3,7.743560,1.802870000e-05,2.45497e+06,1.563810000e-03,2.8580,7.7280000e-02,PC
4026,6278762,4,4.545880,8.335900000e-06,2.45496e+06,1.109020000e-03,1.7910,3.9370000e-02,PC
4027,6309763,1,3.251660,2.866240000e-07,2.45497e+06,4.776780000e-05,1.5330,8.6040000e-03,PC
4028,6383785,1,5.640680,3.141570000e-06,2.45497e+06,4.078160000e-04,2.8360,1.1110000e-01,PC
4029,6383785,2,3.622770,1.257420000e-05,2.45497e+06,2.255160000e-03,2.6620,1.2650000e-01,PC
4030,6383821,1,27.072300,1.065230000e-04,2.45497e+06,3.357150000e-03,6.9680,7.0990000e-01,PC
4031,6392244,1,0.582743,1.132620000e-05,2.45496e+06,2.893430000e-03,1.9880,1.5230000e+00,NTP
4032,6436029,2,505.467000,7.674680000e-03,2.45529e+06,9.005670000e-03,10.0400,1.3930000e+00,PC
4033,6437719,1,7.776030,1.094510000e-04,2.45497e+06,1.092080000e-02,14.2200,1.0610000e+00,NTP
4034,6466583,1,2.142120,3.293620000e-05,2.45497e+06,7.222550000e-03,4.9180,1.9500000e+00,NTP
4035,6115025,2,0.810739,2.189060000e-05,2.45497e+06,5.967380000e-03,4.3590,2.1900000e+01,NTP
4036,6132088,1,5.150840,5.723610000e-05,2.45497e+06,8.016560000e-03,14.2000,2.3480000e+00,NTP
4037,6153407,1,5.990780,1.425700000e-05,2.45497e+06,1.733050000e-03,1.6080,6.8510000e-02,PC
4038,6199056,1,1.169000,2.849780000e-06,2.45496e+06,5.748130000e-04,1.1280,2.4570000e-02,PC
4039,6221385,1,19.672800,7.444730000e-04,2.45497e+06,4.554190000e-02,5.0700,7.9440000e-01,PC
4040,6221385,2,32.662500,2.534310000e-03,2.45499e+06,9.618510000e-02,6.7640,5.9650000e-01,PC
4041,6221385,3,7.313770,4.892070000e-05,2.45497e+06,7.129470000e-03,2.2320,3.7700000e-01,PC
4042,6221411,1,282.168000,5.359270000e-03,2.45499e+06,2.465300000e-02,1.3220,9.4370000e-01,NTP
4043,6231813,2,1.902480,4.101590000e-05,2.45497e+06,1.647780000e-02,2.8680,9.8040000e-01,NTP
4044,6279388,3,1.366420,1.208500000e-05,2.45496e+06,2.800640000e-03,2.0150,1.8290000e-01,NTP
4045,6357290,1,4.809950,2.038220000e-05,2.45497e+06,3.170380000e-03,2.0030,2.2260000e-01,PC
4046,6357667,1,6.072920,8.139460000e-05,2.45497e+06,9.751170000e-03,15.1600,6.7850000e+00,NTP
4047,6368175,1,21.187100,2.606670000e-04,2.45498e+06,9.769010000e-03,3.9750,4.1970000e-01,PC
4048,6368175,2,31.824900,6.512920000e-04,2.45498e+06,1.656730000e-02,6.0670,1.1290000e+00,PC
4049,6392727,1,4.583520,1.342150000e-06,2.45497e+06,2.046700000e-04,2.7500,6.0470000e-02,PC
4050,6438099,1,21.613100,6.929270000e-05,2.45497e+06,2.658960000e-03,1.4810,2.7340000e-01,PC
4051,6438216,1,459.333000,5.807470000e-03,2.45509e+06,9.035750000e-03,3.7080,8.7070000e+00,NTP
4052,6440528,1,0.566792,1.505700000e-05,2.45496e+06,2.577370000e-03,1.1410,3.5270000e-01,NTP
4053,6440685,1,0.566747,2.321570000e-04,2.45496e+06,9.006070000e-02,2.5560,5.8850000e+01,NTP
4054,6450067,4,466.594000,2.084130000e-02,2.45528e+06,2.323400000e-02,14.3000,2.6980000e+00,NTP
4055,6466583,2,4.284750,6.823910000e-05,2.45497e+06,9.850840000e-03,6.9020,2.2520000e+00,NTP
4056,6467363,1,3.679350,1.855640000e-05,2.45497e+06,3.392940000e-03,3.4200,1.3020000e-01,PC
4057,6137704,1,178.268000,4.128640000e-05,2.45509e+06,1.739390000e-04,5.8640,1.3970000e-02,PC
4058,6200235,1,1.078400,2.683590000e-06,2.45497e+06,5.520750000e-04,1.3300,2.9450000e-02,PC
4059,6222381,1,0.813663,2.463430000e-05,2.45496e+06,6.100880000e-03,2.7210,9.9030000e+00,NTP
4060,6279974,1,0.805252,7.124930000e-07,2.45497e+06,1.314230000e-04,1.0440,2.2440000e-02,PC
4061,6294819,1,0.675609,2.720220000e-05,2.45496e+06,6.672240000e-03,1.6090,3.8450000e+00,PC
4062,6310414,1,648.845000,1.878300000e-02,2.45509e+06,2.194140000e-02,15.2500,1.2770000e+00,NTP
4063,6310636,1,0.921012,4.671290000e-06,2.45497e+06,1.546170000e-03,2.4990,6.7520000e-01,PC
4064,6310979,1,342.919000,1.932800000e-02,2.45522e+06,2.599750000e-02,12.2100,1.5940000e+00,NTP
4065,6368222,3,82.970600,1.819650000e-03,2.45500e+06,1.493360000e-02,8.2170,1.5160000e+00,NTP
4066,6368230,1,26.084700,3.270440000e-04,2.45498e+06,1.027430000e-02,6.8370,1.1620000e+00,PC
4067,6467363,2,7.446500,7.183710000e-05,2.45497e+06,7.415630000e-03,4.1320,2.6400000e-01,PC
4068,6115603,2,2.118550,2.533860000e-05,2.45497e+06,5.340560000e-03,4.8290,1.4370000e+00,NTP
4069,6116172,1,2.633640,1.734400000e-05,2.45497e+06,2.897630000e-03,7.4360,3.6790000e+00,NTP
4070,6139220,1,273.685000,5.661910000e-04,2.45518e+06,1.487410000e-03,8.2720,8.4680000e-02,PC
4071,6200810,1,35.876100,4.036580000e-04,2.45498e+06,9.208210000e-03,4.6240,1.3090000e+00,PC
4072,6205228,1,3.770590,6.426020000e-06,2.45497e+06,1.091360000e-03,1.9920,9.2350000e-02,PC
4073,6222884,1,2.916950,2.101580000e-05,2.45497e+06,4.327260000e-03,7.4960,1.7310000e+00,NTP
4074,6300348,1,5.695900,1.338920000e-06,2.45497e+06,1.659130000e-04,3.5750,4.4260000e-02,PC
4075,6311382,1,0.546331,8.912110000e-06,2.45496e+06,1.716900000e-03,1.4170,1.2610000e+00,NTP
4076,6311564,1,1.391370,1.528550000e-05,2.45496e+06,6.132860000e-03,3.5820,1.1340000e+00,NTP
4077,6357958,1,1.611710,5.905070000e-05,2.45496e+06,1.489040000e-02,11.3400,1.0880000e+02,NTP
4078,6358937,1,24.504000,3.804630000e-04,2.45497e+06,1.258660000e-02,6.5820,4.4790000e-01,PC
4079,6369131,1,8.077220,1.030050000e-04,2.45497e+06,9.918880000e-03,5.5490,2.9630000e-01,PC
4080,6421759,4,37.381200,3.463290000e-04,2.45498e+06,4.802390000e-03,2.3990,4.1070000e-01,NTP
4081,6441729,3,1.972860,1.423440000e-05,2.45497e+06,3.334460000e-03,5.5860,1.5640000e+00,NTP
4082,6441729,4,1.315590,1.917430000e-05,2.45497e+06,5.785600000e-03,4.7470,1.5740000e+00,NTP
4083,6468138,1,134.253000,5.527740000e-04,2.45502e+06,3.345770000e-03,9.1120,7.5160000e-01,PC
4084,6468904,1,49.538500,2.231770000e-04,2.45497e+06,4.276200000e-03,1.8060,7.3340000e-01,PC
4085,6182019,3,286.023000,6.331520000e-03,2.45522e+06,1.873170000e-02,8.6970,2.3380000e+00,NTP
4086,6311681,1,0.844754,5.461850000e-06,2.45496e+06,1.110850000e-03,1.3200,9.2120000e-02,NTP
4087,6311891,1,7.517570,6.755410000e-05,2.45497e+06,6.918080000e-03,2.5770,3.7070000e-01,PC
4088,6359320,1,5.326610,1.374420000e-05,2.45497e+06,2.052910000e-03,3.4520,4.0330000e-01,PC
4089,6359320,2,8.128000,6.362100000e-05,2.45497e+06,6.489270000e-03,3.7940,7.1630000e-01,PC
4090,6359320,3,2.836750,2.156160000e-05,2.45497e+06,4.948590000e-03,2.9760,1.9840000e-01,PC
4091,6369222,1,1.225830,1.208540000e-05,2.45497e+06,2.907000000e-03,3.4560,6.9790000e-01,NTP
4092,6387257,1,2.734800,6.618730000e-05,2.45497e+06,1.830080000e-02,5.1000,2.2600000e-01,NTP
4093,6422070,1,3.761900,9.283470000e-06,2.45497e+06,1.693420000e-03,3.1710,2.2990000e-01,PC
4094,6422155,1,2.940300,4.093980000e-06,2.45496e+06,8.120990000e-04,2.5930,1.3430000e-01,PC
4095,6441738,1,19.037300,7.757010000e-05,2.45498e+06,3.409300000e-03,3.4310,5.7130000e-01,PC
4096,6451876,1,0.659642,4.340970000e-06,2.45497e+06,3.341020000e-03,2.3400,1.5710000e+00,NTP
4097,6118370,1,14.032500,2.378370000e-04,2.45497e+06,1.443260000e-02,6.8550,9.3200000e-01,PC
4098,6118616,1,471.889000,1.148720000e-02,2.45507e+06,1.355020000e-02,14.7300,3.3180000e+00,NTP
4099,6119141,1,29.072600,1.071130000e-04,2.45497e+06,3.049580000e-03,2.5240,2.7790000e-01,PC
4100,6140059,1,44.622900,7.779680000e-04,2.45497e+06,1.444530000e-02,12.9800,8.2940000e-01,PC
4101,6140084,1,1.348540,1.284430000e-05,2.45496e+06,3.731220000e-03,2.9070,2.3370000e+00,NTP
4102,6182093,3,50.900800,7.673250000e-04,2.45498e+06,9.064470000e-03,3.2960,1.0170000e+00,NTP
4103,6223324,1,1.975040,1.009780000e-05,2.45497e+06,2.656940000e-03,2.1770,1.0760000e-01,PC
4104,6223877,1,459.286000,2.837400000e-02,2.45509e+06,2.720270000e-02,3.3440,1.1400000e+00,NTP
4105,6263470,1,4.633680,1.888950000e-05,2.45497e+06,2.760660000e-03,8.2470,4.7330000e-01,NTP
4106,6263593,1,22.476600,1.639310000e-04,2.45497e+06,5.675300000e-03,3.5150,9.3870000e-01,PC
4107,6371322,1,1.786790,1.073120000e-05,2.45497e+06,1.796800000e-03,6.0640,2.8540000e+00,NTP
4108,6372135,1,560.711000,1.016300000e-02,2.45501e+06,8.794580000e-03,5.7840,3.5370000e-01,NTP
4109,6422155,2,6.388990,1.344490000e-05,2.45497e+06,1.591000000e-03,3.5420,2.2170000e-01,PC
4110,6422155,3,14.627000,7.195280000e-05,2.45497e+06,4.192700000e-03,3.9650,4.6840000e-01,PC
4111,6422155,4,35.118700,1.833840000e-04,2.45499e+06,4.239980000e-03,3.7230,7.8260000e-01,PC
4112,6442340,1,13.137500,3.848830000e-05,2.45498e+06,2.412290000e-03,4.7370,1.9890000e-01,PC
4113,6451936,1,8.005780,8.038130000e-06,2.45497e+06,7.790320000e-04,3.1440,1.6960000e-01,PC
4114,6451936,2,4.263780,1.046020000e-05,2.45497e+06,1.643630000e-03,2.3310,1.6940000e-01,PC
4115,6140581,1,512.326000,1.454160000e-02,2.45499e+06,1.817030000e-02,11.2000,1.2380000e+00,NTP
4116,6141372,1,0.587090,1.053910000e-05,2.45496e+06,1.880420000e-03,2.0020,7.7920000e-01,NTP
4117,6205897,1,4.417690,7.551640000e-06,2.45497e+06,1.160030000e-03,1.8410,7.7200000e-02,PC
4118,5881813,1,109.647000,7.202450000e-04,2.45502e+06,5.296240000e-03,6.3000,7.7290000e-01,PC
4119,5881813,2,11.615300,8.899880000e-05,2.45496e+06,6.042490000e-03,2.2000,2.9760000e-01,PC
4120,5899971,1,0.957337,2.665880000e-05,2.45497e+06,8.003140000e-03,3.1480,7.4640000e+00,NTP
4121,5965819,1,8.239820,3.773010000e-05,2.45497e+06,3.628230000e-03,5.6900,3.7820000e-01,PC
4122,6021275,3,6.178170,1.332710000e-05,2.45496e+06,1.593800000e-03,3.2470,5.8330000e-02,PC
4123,6021275,4,110.287000,1.266520000e-03,2.45507e+06,7.685040000e-03,4.2700,6.2060000e-01,PC
4124,6022419,1,1.468290,1.040220000e-05,2.45496e+06,1.919420000e-03,1.8340,7.9890000e-02,NTP
4125,6041803,1,2.158500,2.156210000e-05,2.45497e+06,3.975200000e-03,7.1650,2.9500000e+00,NTP
4126,6061119,1,27.807600,4.612050000e-06,2.45499e+06,1.322040000e-04,4.2180,8.5220000e-03,PC
4127,6070337,1,40.068800,3.510730000e-04,2.45498e+06,7.911000000e-03,2.1250,7.6760000e-01,PC
4128,6070392,1,1.738340,1.750830000e-05,2.45497e+06,5.539050000e-03,8.6850,9.9220000e+00,NTP
4129,5706966,1,12.551100,3.252130000e-05,2.45497e+06,2.150390000e-03,3.1520,1.2480000e-01,PC
4130,5706966,2,24.088300,1.316300000e-04,2.45497e+06,4.612470000e-03,3.9680,5.4320000e-01,PC
4131,5779852,1,252.080000,2.980260000e-04,2.45507e+06,8.977470000e-04,4.0280,8.2000000e-02,PC
4132,5780269,2,659.166000,4.990280000e-03,2.45511e+06,7.490950000e-03,5.0780,1.3190000e+00,NTP
4133,5794570,2,1.116120,2.088720000e-06,2.45496e+06,3.688110000e-04,1.3440,1.9030000e-02,PC
4134,5794619,1,559.945000,4.952590000e-03,2.45529e+06,6.384550000e-03,16.5300,9.3320000e-01,NTP
4135,5814635,3,1.289820,1.144310000e-05,2.45497e+06,2.611620000e-03,2.8550,9.7390000e-01,NTP
4136,5866001,1,1.744590,1.153930000e-05,2.45496e+06,2.618330000e-03,4.8200,9.7420000e-01,NTP
4137,5866001,2,5.233440,4.264080000e-05,2.45497e+06,5.513040000e-03,14.6900,2.4930000e+00,NTP
4138,5866001,3,2.615570,2.670850000e-05,2.45496e+06,5.699250000e-03,8.2510,4.9340000e+00,NTP
4139,5866001,4,1.308380,1.061860000e-05,2.45496e+06,6.702330000e-03,4.3790,3.2730000e+00,NTP
4140,5887393,1,1.550910,1.375340000e-05,2.45496e+06,3.519040000e-03,3.0580,2.5230000e-01,NTP
4141,5888069,1,2.623250,2.925620000e-05,2.45497e+06,6.245070000e-03,8.2170,3.8000000e+00,NTP
4142,5899971,2,1.914860,1.920140000e-05,2.45496e+06,4.233780000e-03,5.2860,2.3130000e+00,NTP
4143,5900235,1,58.770200,6.521150000e-04,2.45501e+06,8.728840000e-03,6.8170,1.4660000e+00,PC
4144,5952366,2,22.735900,4.053050000e-04,2.45498e+06,1.526690000e-02,52.5200,4.1070000e-01,PC
4145,5965819,2,19.590700,1.444130000e-04,2.45498e+06,5.983910000e-03,6.8880,7.0550000e-01,PC
4146,5965819,3,3.545520,2.199770000e-05,2.45497e+06,4.182800000e-03,4.1710,2.0000000e-01,PC
4147,6022556,1,3.709850,3.635690000e-06,2.45497e+06,6.457470000e-04,2.9200,2.3850000e-01,PC
4148,6022792,1,1.451740,1.111230000e-05,2.45496e+06,2.578540000e-03,4.1160,9.8420000e-01,NTP
4149,6043562,1,31.420300,3.574610000e-04,2.45497e+06,9.550390000e-03,3.8520,1.2610000e+00,PC
4150,5685704,1,3.831940,2.611830000e-05,2.45497e+06,3.330950000e-03,12.1900,8.9750000e-02,NTP
4151,5686174,1,14.282200,2.330680000e-05,2.45497e+06,1.350850000e-03,2.7050,1.3960000e-01,PC
4152,5707308,1,2.945320,2.145680000e+00,2.45497e+06,3.728490000e+02,8.5680,1.2480000e+04,NTP
4153,5707308,2,459.251000,7.007350000e-03,2.45509e+06,9.892120000e-03,3.8990,2.2340000e+00,NTP
4154,5780460,1,35.617600,5.578130000e-05,2.45499e+06,1.227330000e-03,8.5540,1.3020000e-01,PC
4155,5780855,1,5.675760,4.246070000e-05,2.45497e+06,5.525640000e-03,3.5090,3.3170000e-01,PC
4156,5795522,1,4.306700,6.957030000e-05,2.45497e+06,1.219510000e-02,11.0300,1.9960000e+00,NTP
4157,5816288,1,0.633268,1.548780000e-05,2.45496e+06,4.504750000e-03,1.9710,1.6220000e+00,NTP
4158,5866001,5,0.747714,1.191270000e-05,2.45497e+06,5.194040000e-03,2.5580,6.6400000e+00,NTP
4159,5900574,1,1.585140,2.684280000e-05,2.45497e+06,8.373380000e-03,5.1350,7.6390000e+00,NTP
4160,5900574,2,1.366460,3.862200000e-02,2.45497e+06,1.328060000e+01,4.2630,3.4830000e+02,NTP
4161,5900574,3,0.910370,1.305690000e-05,2.45496e+06,4.886520000e-03,3.4850,5.7510000e+00,NTP
4162,5953297,1,5.620100,1.477570000e-05,2.45497e+06,1.937400000e-03,2.5040,3.9250000e-01,PC
4163,5966154,1,25.672100,5.406580000e-05,2.45497e+06,1.729130000e-03,6.0100,1.6470000e-01,PC
4164,5966154,2,151.885000,8.201390000e-04,2.45501e+06,4.315080000e-03,11.6700,7.6900000e-01,PC
4165,6023859,1,27.009800,2.136350000e-06,2.45497e+06,6.831020000e-05,1.9830,7.3690000e-03,PC
4166,6044188,1,0.566801,0.000000000e+00,2.45496e+06,0.000000000e+00,2.0000,0.0000000e+00,NTP
4167,6044999,1,0.566756,3.350160000e-05,2.45496e+06,8.027170000e-03,1.8810,4.5300000e+00,NTP
4168,6061773,1,8.277410,1.654110000e-05,2.45497e+06,1.567450000e-03,2.7550,2.6600000e-01,PC
4169,6062088,1,3.162690,2.278680000e-06,2.45496e+06,4.132550000e-04,1.8910,4.3600000e-02,PC
4170,6062088,2,5.370650,5.352230000e-06,2.45497e+06,7.184290000e-04,2.0770,7.7430000e-02,PC
4171,6062088,3,11.329800,6.641860000e-05,2.45497e+06,4.727660000e-03,4.0320,2.9240000e-01,PC
4172,5687700,1,6.362710,6.581640000e-05,2.45496e+06,7.705900000e-03,3.1100,4.2720000e-01,PC
4173,5687986,1,459.284000,2.804830000e-02,2.45509e+06,4.488530000e-02,5.1560,3.7200000e+00,NTP
4174,5780885,1,4.885490,2.194640000e-07,2.45497e+06,3.257190000e-05,5.2010,4.2820000e-03,PC
4175,5780930,1,16.752600,6.417600000e-05,2.45496e+06,3.189050000e-03,3.1110,1.7020000e-01,PC
4176,5796675,1,16.080700,5.015110000e-06,2.45497e+06,2.563140000e-04,2.8840,7.8120000e-02,PC
4177,5817210,1,3.282200,5.930660000e-05,2.45497e+06,1.107480000e-02,8.4380,5.8480000e+00,NTP
4178,5903301,1,1.160150,1.697140000e-07,2.45497e+06,4.238070000e-05,1.9110,5.0490000e-03,PC
4179,5903453,1,459.140000,1.233390000e-02,2.45509e+06,2.043210000e-02,8.8870,2.2250000e+00,NTP
4180,5954001,1,11.693000,1.284390000e-04,2.45498e+06,8.765260000e-03,5.3910,2.8340000e-01,PC
4181,5954795,1,3.439610,2.840460000e-05,2.45497e+06,4.808120000e-03,10.2500,5.1530000e+00,NTP
